rank,name,platform,platform_full,Console_manufacturer,Generation,Handheld,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,Exclusive
7608,Mahjongg Mysteries: Ancient Egypt,DS,Nintendo DS,Nintendo,7th,Y,2010,Puzzle,Avanquest,0.07,0.11,0,0.02,0.2,Exclusive
14768,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,PlayStation 2,SONY,6th,N,2006,Adventure,Konami Digital Entertainment,0,0,0.03,0,0.03,Exclusive
14895,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,Game Boy Advance,Nintendo,6th,Y,2006,Role-Playing,Marvelous Interactive,0,0,0.02,0,0.03,Exclusive
16555,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,Marvelous Interactive,0,0,0.01,0,0.01,Exclusive
9873,Mahou Shoujo Lyrical Nanoha A's Portable: The Battle of Aces,PSP,PlayStation Portable,SONY,7th,Y,2010,Shooter,Namco Bandai Games,0,0,0.12,0,0.12,Exclusive
9838,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,PlayStation Portable,SONY,7th,Y,2011,Fighting,Namco Bandai Games,0,0,0.12,0,0.12,Exclusive
12612,Mahouka Koukou no Rettousei: Out of Order,PSV,PlayStation Vita,SONY,8th,Y,2014,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,Exclusive
15632,Mai-Otome Hime: Otome Butou Shi,PS2,PlayStation 2,SONY,6th,N,2006,Fighting,Sunrise Interactive,0,0,0.02,0,0.02,Exclusive
14315,Majesty 2: The Fantasy Kingdom Sim,X360,Xbox 360,Microsoft,7th,N,2011,Simulation,Unknown,0.03,0,0,0,0.03,Exclusive
15244,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,Nintendo DS,Nintendo,7th,Y,2008,Misc,Square Enix,0,0,0.02,0,0.02,Exclusive
5987,Majin and the Forsaken Kingdom,PS3,PlayStation 3,SONY,7th,N,2010,Adventure,Namco Bandai Games,0.09,0.14,0.01,0.05,0.29,Non-Exclusive
7816,Majin and the Forsaken Kingdom,X360,Xbox 360,Microsoft,7th,N,2010,Adventure,Namco Bandai Games,0.14,0.03,0,0.01,0.19,Non-Exclusive
11672,Majin Tensei,SNES,Super Nintendo,Nintendo,4th,N,1994,Role-Playing,Atlus,0,0,0.08,0,0.08,Exclusive
15040,Major Dream: Major DS Dream Baseball,DS,Nintendo DS,Nintendo,7th,Y,2008,Sports,Takara Tomy,0,0,0.02,0,0.02,Exclusive
16090,Major Dream: Major Wii Nagero! Gyroball!!,Wii,Nintendo Wii,Nintendo,7th,N,2008,Sports,Takara Tomy,0,0,0.01,0,0.01,Exclusive
7051,Major League Baseball 2K10,PS2,PlayStation 2,SONY,6th,N,2010,Sports,Take-Two Interactive,0.11,0.09,0,0.03,0.23,Non-Exclusive
6368,Major League Baseball 2K10,Wii,Nintendo Wii,Nintendo,7th,N,2010,Sports,Take-Two Interactive,0.25,0,0,0.02,0.27,Non-Exclusive
3911,Major League Baseball 2K10,X360,Xbox 360,Microsoft,7th,N,2010,Sports,Take-Two Interactive,0.47,0,0,0.04,0.51,Non-Exclusive
13201,Major League Baseball 2K11,PS2,PlayStation 2,SONY,6th,N,2011,Sports,Take-Two Interactive,0.02,0.02,0,0.01,0.05,Non-Exclusive
8578,Major League Baseball 2K11,Wii,Nintendo Wii,Nintendo,7th,N,2011,Sports,Take-Two Interactive,0.15,0,0,0.01,0.16,Non-Exclusive
4337,Major League Baseball 2K11,X360,Xbox 360,Microsoft,7th,N,2011,Sports,Take-Two Interactive,0.4,0.03,0,0.03,0.45,Non-Exclusive
7808,Major League Baseball 2K12,PS3,PlayStation 3,SONY,7th,N,2012,Sports,Take-Two Interactive,0.18,0,0,0.01,0.19,Non-Exclusive
8528,Major League Baseball 2K12,Wii,Nintendo Wii,Nintendo,7th,N,2012,Sports,Take-Two Interactive,0.15,0,0,0.01,0.16,Non-Exclusive
3996,Major League Baseball 2K12,X360,Xbox 360,Microsoft,7th,N,2012,Sports,Take-Two Interactive,0.47,0,0,0.03,0.5,Non-Exclusive
8893,Major League Baseball 2K13,PS3,PlayStation 3,SONY,7th,N,2013,Sports,Take-Two Interactive,0.14,0,0,0.01,0.15,Non-Exclusive
4206,Major League Baseball 2K13,X360,Xbox 360,Microsoft,7th,N,2013,Sports,Take-Two Interactive,0.44,0,0,0.03,0.47,Non-Exclusive
1284,Major League Baseball 2K5,PS2,PlayStation 2,SONY,6th,N,2005,Sports,Take-Two Interactive,0.72,0.56,0,0.19,1.48,Non-Exclusive
3613,Major League Baseball 2K5,XB,Xbox,Microsoft,6th,N,2005,Sports,Take-Two Interactive,0.52,0.02,0,0.02,0.56,Non-Exclusive
4413,Major League Baseball 2K6,PS2,PlayStation 2,SONY,6th,N,2006,Sports,Spike,0.37,0.01,0,0.06,0.44,Non-Exclusive
8242,Major League Baseball 2K6,GC,GameCube,Nintendo,6th,N,2006,Sports,Take-Two Interactive,0.13,0.03,0,0,0.17,Non-Exclusive
5572,Major League Baseball 2K6,XB,Xbox,Microsoft,6th,N,2006,Sports,Take-Two Interactive,0.24,0.07,0,0.01,0.33,Non-Exclusive
3379,Major League Baseball 2K7,PS2,PlayStation 2,SONY,6th,N,2007,Sports,Spike,0.29,0.23,0,0.08,0.6,Non-Exclusive
2841,Major League Baseball 2K7,X360,Xbox 360,Microsoft,7th,N,2007,Sports,Spike,0.67,0,0,0.05,0.72,Non-Exclusive
8919,Major League Baseball 2K8,PS2,PlayStation 2,SONY,6th,N,2008,Sports,Bethesda Softworks,0.07,0.06,0,0.02,0.15,Non-Exclusive
9260,Major League Baseball 2K8,Wii,Nintendo Wii,Nintendo,7th,N,2008,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14,Non-Exclusive
3314,Major League Baseball 2K8,X360,Xbox 360,Microsoft,7th,N,2008,Sports,Bethesda Softworks,0.56,0,0,0.05,0.61,Non-Exclusive
9750,Major League Baseball 2K8 Fantasy All-Stars,DS,Nintendo DS,Nintendo,7th,Y,2008,Sports,Take-Two Interactive,0.11,0,0,0.01,0.12,Exclusive
8347,Major League Baseball 2K9,PS2,PlayStation 2,SONY,6th,N,2009,Sports,Spike,0.08,0.06,0,0.02,0.17,Non-Exclusive
6425,Major League Baseball 2K9,Wii,Nintendo Wii,Nintendo,7th,N,2009,Sports,Take-Two Interactive,0.25,0,0,0.02,0.27,Non-Exclusive
3316,Major League Baseball 2K9,X360,Xbox 360,Microsoft,7th,N,2009,Sports,Spike,0.56,0,0,0.05,0.61,Non-Exclusive
2620,Major League Baseball Featuring Ken Griffey Jr,N64,Nintendo 64,Nintendo,5th,N,1998,Sports,Nintendo,0.75,0.03,0,0.01,0.79,Exclusive
12897,Major Minor's Majestic March,Wii,Nintendo Wii,Nintendo,7th,N,2009,Misc,Majesco Entertainment,0.05,0,0,0,0.05,Exclusive
9732,Makai Kingdom: Chronicles of the Sacred Tome,PS2,PlayStation 2,SONY,6th,N,2005,Role-Playing,Tecmo Koei,0.06,0.05,0,0.02,0.12,Exclusive
16260,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,PS3,PlayStation 3,SONY,7th,N,2009,Role-Playing,Nippon Ichi Software,0,0,0.01,0,0.01,Exclusive
14196,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,PlayStation 3,SONY,7th,N,2011,Strategy,Nippon Ichi Software,0,0,0.03,0,0.03,Exclusive
14212,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,PlayStation Portable,SONY,7th,Y,2007,Role-Playing,Nippon Ichi Software,0,0,0.03,0,0.03,Exclusive
9946,Makai Shin Trillion,PSV,PlayStation Vita,SONY,8th,Y,2014,Role-Playing,Idea Factory,0.02,0.02,0.06,0.01,0.12,Exclusive
11924,Make 10: A Journey of Numbers,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Nintendo,0,0,0.07,0,0.07,Exclusive
13606,Maken Shao: Demon Sword,PS2,PlayStation 2,SONY,6th,N,2001,Action,Midas Interactive Entertainment,0,0,0.04,0,0.04,Exclusive
9781,Making History: The Great War,PSP,PlayStation Portable,SONY,7th,Y,2010,Strategy,Namco Bandai Games,0,0,0.12,0,0.12,Non-Exclusive
8986,Making History: The Great War,Wii,Nintendo Wii,Nintendo,7th,N,2010,Strategy,Namco Bandai Games,0,0,0.15,0,0.15,Non-Exclusive
15428,Malice,PS2,PlayStation 2,SONY,6th,N,2004,Platform,Evolved Games,0.01,0.01,0,0,0.02,Non-Exclusive
16162,Malice,XB,Xbox,Microsoft,6th,N,2004,Platform,Evolved Games,0.01,0,0,0,0.01,Non-Exclusive
12791,Mame Goma 2: Uchi no Ko ga Ichiban!,DS,Nintendo DS,Nintendo,7th,Y,2008,Simulation,Creative Core,0,0,0.06,0,0.06,Exclusive
14283,Mame Goma: Honobo no Nikki,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,TDK Core,0,0,0.03,0,0.03,Exclusive
14156,Mame Goma: Shiro to Kuro no Meikyuu,3DS,Nintendo 3DS,Nintendo,8th,Y,2012,Action,Nippon Ichi Software,0,0,0.03,0,0.03,Exclusive
16266,Mamoru-kun wa Norowarete Shimatta!,X360,Xbox 360,Microsoft,7th,N,2009,Shooter,G.Rev,0,0,0.01,0,0.01,Exclusive
11502,Man vs. Wild,PS3,PlayStation 3,SONY,7th,N,2010,Action,Abylight,0.07,0,0,0.01,0.08,Non-Exclusive
11658,Man vs. Wild,Wii,Nintendo Wii,Nintendo,7th,N,2011,Action,Crave Entertainment,0.07,0,0,0,0.08,Non-Exclusive
10787,Man vs. Wild,X360,Xbox 360,Microsoft,7th,N,2011,Action,Crave Entertainment,0.09,0,0,0.01,0.1,Non-Exclusive
7733,Mana Khemia 2: Fall of Alchemy,PS2,PlayStation 2,SONY,6th,N,2008,Role-Playing,Gust,0.07,0.05,0.05,0.02,0.2,Exclusive
15789,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,PlayStation Portable,SONY,7th,Y,2009,Role-Playing,Gust,0,0,0.02,0,0.02,Exclusive
12697,Mana Khemia: Alchemists of Al-Revis,PS2,PlayStation 2,SONY,6th,N,2007,Role-Playing,Nippon Ichi Software,0.03,0.02,0,0.01,0.06,Exclusive
13466,Mana Khemia: Alchemists of Al-Revis (JP sales),PS2,PlayStation 2,SONY,6th,N,2007,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04,Exclusive
10740,Mana Khemia: Student Alliance,PSP,PlayStation Portable,SONY,7th,Y,2008,Role-Playing,Nippon Ichi Software,0.05,0,0.03,0.01,0.1,Exclusive
1549,Manhunt,PS2,PlayStation 2,SONY,6th,N,2003,Action,Take-Two Interactive,0.63,0.49,0,0.16,1.28,Non-Exclusive
7774,Manhunt,XB,Xbox,Microsoft,6th,N,2004,Action,Take-Two Interactive,0.14,0.04,0,0.01,0.19,Non-Exclusive
3594,Manhunt 2,PS2,PlayStation 2,SONY,6th,N,2007,Action,Take-Two Interactive,0.27,0.21,0,0.07,0.56,Non-Exclusive
3714,Manhunt 2,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Take-Two Interactive,0.25,0.23,0,0.06,0.54,Non-Exclusive
14551,MapleStory DS,DS,Nintendo DS,Nintendo,7th,Y,2010,Role-Playing,Nexon,0,0,0.03,0,0.03,Exclusive
12185,MAPLUS: Portable Navi,PSP,PlayStation Portable,SONY,7th,Y,2006,Misc,Edia,0,0,0.07,0,0.07,Exclusive
14918,MAPLUS: Portable Navi 3,PSP,PlayStation Portable,SONY,7th,Y,2009,Misc,Edia,0,0,0.02,0,0.02,Exclusive
2957,Mappy,NES,Nintendo Entertainment System,Nintendo,3rd,N,1984,Platform,Namco Bandai Games,0,0,0.69,0,0.69,Exclusive
15302,Mar Heaven: Karudea no Akuma,DS,Nintendo DS,Nintendo,7th,Y,2006,Role-Playing,Konami Digital Entertainment,0,0,0.02,0,0.02,Exclusive
14506,Marble Madness / Klax,GBA,Game Boy Advance,Nintendo,6th,Y,2005,Puzzle,Zoo Digital Publishing,0.02,0.01,0,0,0.03,Exclusive
8364,Marble Saga: Kororinpa,Wii,Nintendo Wii,Nintendo,7th,N,2009,Puzzle,Konami Digital Entertainment,0.1,0.06,0,0.02,0.17,Exclusive
12865,Marc Ecko's Getting Up: Contents Under Pressure,PS2,PlayStation 2,SONY,6th,N,2006,Action,Atari,0.03,0.02,0,0.01,0.05,Exclusive
13401,March of the Penguins,DS,Nintendo DS,Nintendo,7th,Y,2006,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05,Exclusive
16110,Marginal #4: Idol of Supernova,PSV,PlayStation Vita,SONY,8th,Y,2014,Adventure,Idea Factory,0,0,0.01,0,0.01,Exclusive
9520,Margot's Word Brain,Wii,Nintendo Wii,Nintendo,7th,N,2008,Puzzle,Zoo Digital Publishing,0.12,0,0,0.01,0.13,Exclusive
6675,Marie no Atelier: Salburg no Renkinjutsushi,PS,PlayStation,SONY,5th,N,1997,Role-Playing,Gust,0,0,0.23,0.02,0.25,Exclusive
14109,Marines: Modern Urban Combat,Wii,Nintendo Wii,Nintendo,7th,N,2010,Shooter,O-Games,0.03,0,0,0,0.03,Exclusive
320,Mario & Luigi: Bowser's Inside Story,DS,Nintendo DS,Nintendo,7th,Y,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,Exclusive
822,Mario & Luigi: Dream Team,3DS,Nintendo 3DS,Nintendo,8th,Y,2013,Role-Playing,Nintendo,0.89,0.57,0.46,0.13,2.06,Exclusive
2773,Mario & Luigi: Paper Jam,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Role-Playing,Nintendo,0.16,0.3,0.25,0.04,0.74,Exclusive
16545,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,Nintendo 3DS,Nintendo,8th,Y,2015,Misc,Nintendo,0,0,0.01,0,0.01,Exclusive
1458,Mario & Luigi: Partners in Time,DS,Nintendo DS,Nintendo,7th,Y,2005,Role-Playing,Nintendo,0.77,0.07,0.43,0.08,1.34,Exclusive
753,Mario & Luigi: Superstar Saga,GBA,Game Boy Advance,Nintendo,6th,Y,2003,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.17,Exclusive
324,Mario & Sonic at the London 2012 Olympic Games,Wii,Nintendo Wii,Nintendo,7th,N,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78,Exclusive
86,Mario & Sonic at the Olympic Games,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Sega,2.58,3.9,0.66,0.91,8.06,Exclusive
234,Mario & Sonic at the Olympic Winter Games,Wii,Nintendo Wii,Nintendo,7th,N,2009,Sports,Sega,1.89,1.99,0.22,0.48,4.58,Exclusive
6590,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,Nintendo WiiU,Nintendo,8th,N,2016,Action,Nintendo,0.03,0.11,0.1,0.01,0.26,Exclusive
2592,Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,Nintendo WiiU,Nintendo,8th,N,2013,Sports,Nintendo,0.39,0.22,0.13,0.06,0.8,Exclusive
4043,Mario & Wario,SNES,Super Nintendo,Nintendo,4th,N,1993,Puzzle,Nintendo,0,0,0.49,0,0.49,Exclusive
702,Mario Bros.,NES,Nintendo Entertainment System,Nintendo,3rd,N,1983,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28,Exclusive
5718,Mario Golf,GB,Game Boy,Nintendo,4th,Y,1999,Action,Nintendo,0,0,0.31,0,0.31,Exclusive
4406,Mario Golf: Advance Tour,GBA,Game Boy Advance,Nintendo,6th,Y,2004,Sports,Nintendo,0.32,0.12,0,0.01,0.45,Exclusive
1227,Mario Golf: Toadstool Tour,GC,GameCube,Nintendo,6th,N,2003,Sports,Nintendo,1.09,0.15,0.25,0.04,1.53,Exclusive
4093,Mario Golf: World Tour,3DS,Nintendo 3DS,Nintendo,8th,Y,2014,Sports,Nintendo,0.15,0.14,0.17,0.03,0.48,Exclusive
1138,Mario Hoops 3 on 3,DS,Nintendo DS,Nintendo,7th,Y,2006,Sports,Nintendo,0.99,0.04,0.49,0.1,1.62,Exclusive
64,Mario Kart 64,N64,Nintendo 64,Nintendo,5th,N,1996,Racing,Nintendo,5.55,1.94,2.23,0.15,9.87,Exclusive
43,Mario Kart 7,3DS,Nintendo 3DS,Nintendo,8th,Y,2011,Racing,Nintendo,4.74,3.91,2.67,0.89,12.21,Exclusive
109,Mario Kart 8,WiiU,Nintendo WiiU,Nintendo,8th,N,2014,Racing,Nintendo,3.13,2.07,1.27,0.49,6.96,Exclusive
12,Mario Kart DS,DS,Nintendo DS,Nintendo,7th,Y,2005,Racing,Nintendo,9.81,7.57,4.13,1.92,23.42,Exclusive
3,Mario Kart Wii,Wii,Nintendo Wii,Nintendo,7th,N,2008,Racing,Nintendo,15.85,12.88,3.79,3.31,35.82,Exclusive
111,Mario Kart: Double Dash!!,GC,GameCube,Nintendo,6th,N,2003,Racing,Nintendo,4.12,1.77,0.87,0.19,6.95,Exclusive
164,Mario Kart: Super Circuit,GBA,Game Boy Advance,Nintendo,6th,Y,2001,Racing,Nintendo,2.62,1.64,0.99,0.23,5.47,Exclusive
4767,Mario no Super Picross,SNES,Super Nintendo,Nintendo,4th,N,1995,Puzzle,Nintendo,0,0,0.41,0,0.41,Exclusive
546,Mario Paint,SNES,Super Nintendo,Nintendo,4th,N,1992,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75,Exclusive
555,Mario Party,N64,Nintendo 64,Nintendo,5th,N,1998,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7,Exclusive
1209,Mario Party 10,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Misc,Nintendo,0.69,0.5,0.24,0.11,1.55,Exclusive
616,Mario Party 2,N64,Nintendo 64,Nintendo,5th,N,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5,Exclusive
904,Mario Party 3,N64,Nintendo 64,Nintendo,5th,N,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91,Exclusive
627,Mario Party 4,GC,GameCube,Nintendo,6th,N,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,Exclusive
805,Mario Party 5,GC,GameCube,Nintendo,6th,N,2003,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08,Exclusive
1109,Mario Party 6,GC,GameCube,Nintendo,6th,N,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65,Exclusive
1185,Mario Party 7,GC,GameCube,Nintendo,6th,N,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57,Exclusive
81,Mario Party 8,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Nintendo,3.81,2.3,1.58,0.73,8.42,Exclusive
406,Mario Party 9,Wii,Nintendo Wii,Nintendo,7th,N,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,Exclusive
2111,Mario Party Advance,GBA,Game Boy Advance,Nintendo,6th,Y,2005,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,Exclusive
75,Mario Party DS,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Nintendo,4.46,1.88,1.98,0.7,9.02,Exclusive
936,Mario Party: Island Tour,3DS,Nintendo 3DS,Nintendo,8th,Y,2013,Misc,Nintendo,0.61,0.59,0.55,0.11,1.85,Exclusive
2956,Mario Pinball Land,GBA,Game Boy Advance,Nintendo,6th,Y,2004,Misc,Nintendo,0.5,0.18,0,0.01,0.69,Exclusive
1636,Mario Power Tennis,GC,GameCube,Nintendo,6th,N,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22,Exclusive
783,Mario Sports Mix,Wii,Nintendo Wii,Nintendo,7th,N,2010,Sports,Nintendo,0.9,0.45,0.63,0.13,2.11,Exclusive
582,Mario Strikers Charged,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62,Exclusive
894,Mario Super Sluggers,Wii,Nintendo Wii,Nintendo,7th,N,2008,Sports,Nintendo,1.51,0,0.29,0.12,1.93,Exclusive
1310,Mario Superstar Baseball,GC,GameCube,Nintendo,6th,N,2005,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46,Exclusive
1712,Mario Tennis,GB,Game Boy,Nintendo,4th,Y,2000,Sports,Nintendo,0.5,0.18,0.44,0.06,1.18,Exclusive
2206,Mario Tennis Open,3DS,Nintendo 3DS,Nintendo,8th,Y,2012,Sports,Nintendo,0.26,0.29,0.33,0.05,0.94,Exclusive
4402,Mario Tennis Ultra Smash,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Sports,Nintendo,0.13,0.16,0.13,0.03,0.45,Exclusive
3824,Mario Tennis: Power Tour,GBA,Game Boy Advance,Nintendo,6th,Y,2005,Sports,Nintendo,0.24,0.09,0.19,0.01,0.52,Exclusive
1740,Mario vs. Donkey Kong,GBA,Game Boy Advance,Nintendo,6th,Y,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17,Exclusive
1683,Mario vs. Donkey Kong 2: March of the Minis,DS,Nintendo DS,Nintendo,7th,Y,2006,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2,Exclusive
559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,Nintendo DS,Nintendo,7th,Y,2010,Puzzle,Nintendo,1.63,0.52,0.35,0.18,2.69,Exclusive
16360,Mario vs. Donkey Kong: Tipping Stars,WiiU,Nintendo WiiU,Nintendo,8th,N,2015,Puzzle,Nintendo,0,0,0.01,0,0.01,Exclusive
3273,Mario's Picross,GB,Game Boy,Nintendo,4th,Y,1995,Puzzle,Nintendo,0,0,0.62,0,0.62,Exclusive
8229,Mark Davis Pro Bass Challenge,PS2,PlayStation 2,SONY,6th,N,2002,Sports,Natsume,0.09,0.07,0,0.02,0.17,Exclusive
14863,Marker Man Adventures,DS,Nintendo DS,Nintendo,7th,Y,2009,Platform,Majesco Entertainment,0.02,0,0,0,0.03,Exclusive
13093,Marriage Royale: Prism Story,PSP,PlayStation Portable,SONY,7th,Y,2010,Adventure,ASCII Media Works,0,0,0.05,0,0.05,Exclusive
10375,Martian Gothic: Unification,PS,PlayStation,SONY,5th,N,2001,Adventure,Take-Two Interactive,0.06,0.04,0,0.01,0.11,Exclusive
11277,Martian Panic,Wii,Nintendo Wii,Nintendo,7th,N,2010,Adventure,Unknown,0.08,0,0,0,0.08,Exclusive
15532,Marvel Avengers: Battle for Earth,X360,Xbox 360,Microsoft,7th,N,2012,Action,Ubisoft,0.02,0,0,0,0.02,Non-Exclusive
9666,Marvel Avengers: Battle for Earth,WiiU,Nintendo WiiU,Nintendo,8th,N,2012,Action,Ubisoft,0.07,0.04,0,0.01,0.12,Non-Exclusive
2670,Marvel Nemesis: Rise of the Imperfects,PS2,PlayStation 2,SONY,6th,N,2005,Fighting,Electronic Arts,0.64,0.02,0,0.1,0.77,Non-Exclusive
5014,Marvel Nemesis: Rise of the Imperfects,GC,GameCube,Nintendo,6th,N,2005,Fighting,Electronic Arts,0.3,0.08,0,0.01,0.38,Non-Exclusive
6140,Marvel Nemesis: Rise of the Imperfects,XB,Xbox,Microsoft,6th,N,2005,Fighting,Electronic Arts,0.21,0.06,0,0.01,0.28,Non-Exclusive
6037,Marvel Super Hero Squad,PS2,PlayStation 2,SONY,6th,N,2009,Fighting,THQ,0.14,0.11,0,0.04,0.29,Non-Exclusive
5078,Marvel Super Hero Squad,Wii,Nintendo Wii,Nintendo,7th,N,2009,Fighting,THQ,0.31,0.03,0,0.03,0.38,Non-Exclusive
7465,Marvel Super Hero Squad: Comic Combat,PS3,PlayStation 3,SONY,7th,N,2011,Action,THQ,0.11,0.07,0,0.03,0.21,Non-Exclusive
7721,Marvel Super Hero Squad: Comic Combat,Wii,Nintendo Wii,Nintendo,7th,N,2011,Action,THQ,0.15,0.03,0,0.01,0.2,Non-Exclusive
8123,Marvel Super Hero Squad: Comic Combat,X360,Xbox 360,Microsoft,7th,N,2011,Action,THQ,0.13,0.04,0,0.01,0.18,Non-Exclusive
8202,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,PlayStation 3,SONY,7th,N,2010,Action,THQ,0.12,0.03,0,0.02,0.18,Non-Exclusive
6248,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,Nintendo Wii,Nintendo,7th,N,2010,Action,THQ,0.22,0.04,0,0.02,0.28,Non-Exclusive
8790,Marvel Super Hero Squad: The Infinity Gauntlet,X360,Xbox 360,Microsoft,7th,N,2010,Action,THQ,0.12,0.02,0,0.01,0.15,Non-Exclusive
5379,Marvel Super Heroes,PS,PlayStation,SONY,5th,N,1997,Fighting,Virgin Interactive,0.19,0.13,0,0.02,0.34,Non-Exclusive
12513,Marvel Super Heroes,SAT,Sega Saturn,SEGA,5th,N,1997,Fighting,Capcom,0,0,0.06,0,0.06,Non-Exclusive
6568,Marvel Super Heroes vs. Street Fighter,PS,PlayStation,SONY,5th,N,1998,Fighting,Virgin Interactive,0.14,0.1,0,0.02,0.26,Exclusive
15721,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,Nintendo Wii,Nintendo,7th,N,2010,Action,Neko Entertainment,0,0.01,0,0,0.02,Exclusive
9893,Marvel Trading Card Game,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Konami Digital Entertainment,0.11,0,0,0.01,0.12,Exclusive
9095,Marvel vs. Capcom 2: New Age of Heroes,DC,Dreamcast,SEGA,6th,N,2000,Fighting,Virgin Interactive,0,0,0.14,0,0.14,Non-Exclusive
2719,Marvel vs. Capcom 2: New Age of Heroes,PS2,PlayStation 2,SONY,6th,N,2002,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76,Non-Exclusive
9261,Marvel vs. Capcom 2: New Age of Heroes,XB,Xbox,Microsoft,6th,N,2002,Fighting,Capcom,0.09,0.03,0.01,0,0.14,Non-Exclusive
1436,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,PlayStation 3,SONY,7th,N,2011,Fighting,Capcom,0.81,0.29,0.11,0.14,1.35,Non-Exclusive
1918,Marvel vs. Capcom 3: Fate of Two Worlds,X360,Xbox 360,Microsoft,7th,N,2011,Fighting,Capcom,0.79,0.18,0.03,0.07,1.08,Non-Exclusive
6809,Marvel vs. Capcom Origins,PS2,PlayStation 2,SONY,6th,N,2006,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24,Exclusive
2641,Marvel vs. Capcom: Clash of Super Heroes,PS,PlayStation,SONY,5th,N,1999,Fighting,Capcom,0.43,0.3,0,0.05,0.78,Non-Exclusive
10655,Marvel vs. Capcom: Clash of Super Heroes,DC,Dreamcast,SEGA,6th,N,1999,Fighting,Capcom,0,0,0.1,0,0.1,Non-Exclusive
2510,Marvel: Ultimate Alliance,PS2,PlayStation 2,SONY,6th,N,2006,Role-Playing,Activision,0.69,0.03,0,0.11,0.82,Non-Exclusive
4752,Marvel: Ultimate Alliance,Wii,Nintendo Wii,Nintendo,7th,N,2006,Role-Playing,Activision,0.37,0.01,0,0.03,0.41,Non-Exclusive
614,Marvel: Ultimate Alliance,X360,Xbox 360,Microsoft,7th,N,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5,Non-Exclusive
4766,Marvel: Ultimate Alliance 2,PS2,PlayStation 2,SONY,6th,N,2009,Role-Playing,Activision,0.23,0.02,0,0.16,0.41,Non-Exclusive
5466,Marvel: Ultimate Alliance 2,Wii,Nintendo Wii,Nintendo,7th,N,2009,Role-Playing,Activision,0.26,0.05,0,0.03,0.33,Non-Exclusive
