rank,name,platform,platform_full,Console_manufacturer,Generation,Handheld,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
8013,NBA Live 08,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Electronic Arts,0.17,0,0,0.02,0.18
8150,Mercury Meltdown Revolution,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Ignition Entertainment,0.16,0,0,0.01,0.18
8372,Bomberman Land,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Rising Star Games,0.11,0.02,0.03,0.01,0.17
8401,Surf's Up,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Ubisoft,0.15,0,0,0.01,0.17
8503,Monster Jam,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Activision,0.15,0,0,0.01,0.16
8511,Godzilla Unleashed,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,Atari,0.15,0,0,0.01,0.16
8547,Dewy's Adventure,Wii,Nintendo Wii,Nintendo,7th,N,2007,Platform,Konami Digital Entertainment,0.14,0,0.01,0.01,0.16
8668,The Godfather: Blackhand Edition,Wii,Nintendo Wii,Nintendo,7th,N,2007,Adventure,Electronic Arts,0.14,0,0,0.01,0.16
8696,Bust-A-Move Bash!,Wii,Nintendo Wii,Nintendo,7th,N,2007,Puzzle,505 Games,0.13,0.01,0,0.01,0.16
8776,Samurai Warriors: Katana,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Tecmo Koei,0.11,0,0.04,0.01,0.15
8839,Spider-Man: Friend or Foe,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Activision,0.13,0.01,0,0.01,0.15
8840,Ultimate Board Game Collection,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Xplosiv,0.14,0,0,0.01,0.15
8880,Hot Wheels: Beat That!,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Activision,0.13,0,0,0.01,0.15
8887,Scarface: The World is Yours,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Vivendi Games,0.12,0.01,0,0.01,0.15
9066,Victorious Boxers: Revolution,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,Ubisoft,0.07,0,0.06,0.01,0.14
9085,Cranium Kabookii,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Ubisoft,0.13,0,0,0.01,0.14
9211,Jikkyou Powerful Pro Yakyuu Wii,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Konami Digital Entertainment,0,0,0.14,0,0.14
9461,Indianapolis 500 Legends,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Destineer,0.12,0,0,0.01,0.13
9657,Geometry Wars: Galaxies,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,Vivendi Games,0.11,0,0,0.01,0.13
9687,Star Trek: Conquest,Wii,Nintendo Wii,Nintendo,7th,N,2007,Strategy,Bethesda Softworks,0.11,0.01,0,0.01,0.12
9899,Cruis'n,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Midway Games,0.1,0.01,0,0.01,0.12
10089,Super Swing Golf Season 2,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Rising Star Games,0.08,0,0.03,0.01,0.11
10159,The History Channel: Battle for the Pacific,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,Activision,0.1,0,0,0.01,0.11
10163,Mobile Suit Gundam: MS Sensen 0079,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,Namco Bandai Games,0,0,0.11,0,0.11
10485,Momotarou Dentetsu 16,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Hudson Soft,0,0,0.1,0,0.1
10516,Medal of Honor: Vanguard,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,Electronic Arts,0.06,0.03,0,0.01,0.1
10625,Opoona,Wii,Nintendo Wii,Nintendo,7th,N,2007,Role-Playing,Tecmo Koei,0.08,0,0.01,0.01,0.1
10698,Code Lyoko: Quest for Infinity,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Game Factory,0.07,0.02,0,0.01,0.1
10705,Naruto Shippuden: Gekito Ninja Taisen! EX,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,Takara Tomy,0,0,0.1,0,0.1
10764,Heatseeker,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Codemasters,0.08,0,0,0.01,0.1
10970,Kawasaki Quad Bikes,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Data Design Interactive,0.07,0.01,0,0.01,0.09
11126,Naruto Shippuden: Gekito Ninja Taisen! EX 2,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,Takara Tomy,0,0,0.09,0,0.09
11406,Ninjabread Man,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Popcorn Arcade,0.07,0,0,0.01,0.08
11616,Cosmic Family,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Ubisoft,0.07,0,0,0.01,0.08
11954,Showtime Championship Boxing,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,Zoo Digital Publishing,0.06,0,0,0.01,0.07
11958,Dave Mirra BMX Challenge,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,505 Games,0.06,0,0,0.01,0.07
12011,Anubis II,Wii,Nintendo Wii,Nintendo,7th,N,2007,Platform,Metro 3D,0.06,0,0,0,0.07
12018,Heavenly Guardian,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,505 Games,0.06,0,0,0,0.07
12301,Legend of the Dragon,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,Game Factory,0.06,0,0,0,0.06
12320,Octomania,Wii,Nintendo Wii,Nintendo,7th,N,2007,Puzzle,Midas Interactive Entertainment,0.06,0,0,0,0.06
12322,Fishing Master (jp sales),Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Konami Digital Entertainment,0,0,0.06,0,0.06
12363,Alien Syndrome,Wii,Nintendo Wii,Nintendo,7th,N,2007,Role-Playing,Sega,0.06,0,0,0,0.06
12388,Spy Games: Elevator Mission,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,Tommo,0.06,0,0,0,0.06
12493,Alvin and the Chipmunks,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Eidos Interactive,0.05,0,0,0,0.06
12928,Domino Rally,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Nordcurrent,0.05,0,0,0,0.05
12959,Myth Makers: Orbs of Doom,Wii,Nintendo Wii,Nintendo,7th,N,2007,Puzzle,Popcorn Arcade,0.05,0,0,0,0.05
13053,Jenga World Tour,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Atari,0.05,0,0,0,0.05
13132,Sea Monsters: A Prehistoric Adventure,Wii,Nintendo Wii,Nintendo,7th,N,2007,Adventure,Zushi Games,0.04,0,0,0,0.05
13185,Furu Furu Park,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Taito,0.05,0,0,0,0.05
13329,Billy the Wizard: Rocket Broomstick Racing,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Metro 3D,0.04,0,0,0,0.05
13330,Pool Party,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,SouthPeak Games,0.04,0,0,0,0.05
13354,MiniCopter: Adventure Flight,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,505 Games,0.04,0,0,0,0.05
13373,Arctic Tale,Wii,Nintendo Wii,Nintendo,7th,N,2007,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05
13374,Balloon Pop,Wii,Nintendo Wii,Nintendo,7th,N,2007,Puzzle,505 Games,0.04,0,0,0,0.05
13385,Counter Force,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,505 Games,0.04,0,0,0,0.05
13388,Fantastic Four: Rise of the Silver Surfer,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Take-Two Interactive,0.04,0.01,0,0,0.05
13484,Bionicle Heroes,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,Eidos Interactive,0.04,0,0,0,0.04
13535,Monster Trux Arenas: Special Edition,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Popcorn Arcade,0.04,0,0,0,0.04
13551,Castle of Shikigami III,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,PQube,0.04,0,0,0,0.04
13608,The Monkey King: The Legend Begins,Wii,Nintendo Wii,Nintendo,7th,N,2007,Shooter,Starfish,0.04,0,0,0,0.04
13648,Guilty Gear XX Accent Core,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,505 Games,0.03,0,0,0,0.04
14153,Kekkaishi: Kokubourou no Kage,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03
14176,Who Wants to be a Millionaire: 1st Edition,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Ubisoft,0,0.03,0,0,0.03
14184,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
14239,Safari Adventures: Africa,Wii,Nintendo Wii,Nintendo,7th,N,2007,Adventure,Neko Entertainment,0.03,0,0,0,0.03
14379,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,Nintendo Wii,Nintendo,7th,N,2007,Role-Playing,Nintendo,0,0,0.03,0,0.03
14601,Driver: Parallel Lines,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Ubisoft,0.01,0.01,0,0,0.03
14720,Gintama: Banji Oku Chuubu!,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Namco Bandai Games,0,0,0.03,0,0.03
14825,Backyard NFL Football,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Atari,0.02,0,0,0,0.03
14904,Rock 'N' Roll Adventures,Wii,Nintendo Wii,Nintendo,7th,N,2007,Platform,Popcorn Arcade,0.02,0,0,0,0.03
15086,G1 Jockey Wii,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Tecmo Koei,0,0.01,0.02,0,0.02
15154,Balls of Fury,Wii,Nintendo Wii,Nintendo,7th,N,2007,Sports,Zoo Digital Publishing,0.02,0,0,0,0.02
15281,Jinsei Game Wii,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Takara Tomy,0,0,0.02,0,0.02
15373,Pippa Funnell: Ranch Rescue,Wii,Nintendo Wii,Nintendo,7th,N,2007,Adventure,Ubisoft,0,0.02,0,0,0.02
15597,Myth Makers: Super Kart GP,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02
15639,Haneru no Tobira Wii: Girigirissu,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15785,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,Nintendo Wii,Nintendo,7th,N,2007,Simulation,Taito,0,0,0.02,0,0.02
15854,Monster Trux Offroad,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.02
16154,SoulCalibur Legends (JP sales),Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Namco Bandai Games,0,0,0.01,0,0.01
16230,Sengoku Basara 2 Heroes,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Capcom,0,0,0.01,0,0.01
16256,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,Nintendo Wii,Nintendo,7th,N,2007,Misc,Sega,0,0,0.01,0,0.01
16489,Case Closed: One Truth Prevails,Wii,Nintendo Wii,Nintendo,7th,N,2007,Adventure,Nobilis,0,0,0.01,0,0.01
16520,Teenage Mutant Ninja Turtles,Wii,Nintendo Wii,Nintendo,7th,N,2007,Action,Konami Digital Entertainment,0,0.01,0,0,0.01
16555,Mahou Sensei Negima!? Neo-Pactio Fight!!,Wii,Nintendo Wii,Nintendo,7th,N,2007,Fighting,Marvelous Interactive,0,0,0.01,0,0.01
16576,Mini Desktop Racing,Wii,Nintendo Wii,Nintendo,7th,N,2007,Racing,Popcorn Arcade,0.01,0,0,0,0.01
75,Mario Party DS,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Nintendo,4.46,1.88,1.98,0.7,9.02
178,Professor Layton and the Curious Village,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26
187,The Legend of Zelda: Phantom Hourglass,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Nintendo,1.9,1.83,0.95,0.49,5.17
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96
213,LEGO Star Wars: The Complete Saga,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,LucasArts,2.89,1.54,0,0.46,4.9
301,Professor Layton and the Diabolical Box,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4
317,Flash Focus: Vision Training in Minutes a Day,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
338,MySims,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
356,Cooking Mama 2: Dinner With Friends,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
504,Imagine: Babyz,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Ubisoft,1.3,1.27,0,0.31,2.88
524,Imagine: Fashion Designer,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Ubisoft,1.32,1.19,0,0.3,2.81
741,High School Musical: Makin' the Cut!,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Disney Interactive Studios,1.06,0.91,0,0.23,2.2
846,TouchMaster,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Midway Games,0.49,1.27,0,0.25,2.01
1045,Deal or No Deal,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Mindscape,1.15,0.41,0,0.15,1.71
1054,Personal Trainer: Math,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Nintendo,0.49,1.12,0,0.09,1.7
1057,Ben 10: Protector of Earth,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,D3Publisher,0.69,0.83,0,0.19,1.7
1114,Dragon Quest IV: Chapters of the Chosen,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Square Enix,0.32,0.02,1.27,0.03,1.64
1148,SpongeBob's Atlantis SquarePantis,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,THQ,1.5,0,0,0.11,1.61
1179,Hannah Montana: Music Jam,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Disney Interactive Studios,1.06,0.37,0,0.15,1.58
1222,The Simpsons Game,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Electronic Arts,0.57,0.79,0,0.17,1.53
1287,Imagine: Master Chef,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Ubisoft,0.39,0.92,0,0.17,1.47
1297,Disney Princess: Magical Jewels,DS,Nintendo DS,Nintendo,7th,Y,2007,Adventure,Disney Interactive Studios,1.15,0.2,0,0.12,1.47
1333,My Word Coach,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Ubisoft,0.37,0.9,0,0.18,1.45
1334,Hello Kitty Party,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Rising Star Games,0.79,0.53,0,0.13,1.44
1392,Final Fantasy XII: Revenant Wings,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Square Enix,0.34,0.42,0.54,0.1,1.39
1441,Namco Museum DS,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Atari,1.18,0.01,0.06,0.09,1.35
1482,Petz Wild Animals: Dolphinz,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Ubisoft,0.71,0.48,0,0.13,1.33
1575,Final Fantasy IV,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Square Enix,0.54,0.05,0.62,0.05,1.26
1580,Ratatouille,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,THQ,0.5,0.62,0,0.14,1.26
1601,Transformers: Autobots / Decepticons,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Activision,1.12,0.03,0,0.09,1.24
1603,Diddy Kong Racing DS,DS,Nintendo DS,Nintendo,7th,Y,2007,Racing,Nintendo,1.1,0.04,0,0.1,1.24
1726,Sonic Rush Adventure,DS,Nintendo DS,Nintendo,7th,Y,2007,Platform,Sega,0.54,0.49,0.01,0.12,1.17
1856,Petz Dogz 2,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Ubisoft,0.47,0.52,0,0.12,1.1
1946,Call of Duty 4: Modern Warfare,DS,Nintendo DS,Nintendo,7th,Y,2007,Shooter,Activision,0.96,0.02,0.01,0.08,1.06
1958,Dora the Explorer: Dora Saves the Mermaids,DS,Nintendo DS,Nintendo,7th,Y,2007,Platform,Take-Two Interactive,0.97,0.01,0,0.08,1.06
1965,Apollo Justice: Ace Attorney,DS,Nintendo DS,Nintendo,7th,Y,2007,Adventure,Capcom,0.32,0.06,0.64,0.04,1.06
1982,Imagine: Animal Doctor,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Ubisoft,0.45,0.49,0,0.11,1.05
2033,Petz: Catz 2,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Ubisoft,0.51,0.4,0,0.11,1.02
2232,Build-A-Bear Workshop,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Game Factory,0.85,0.01,0,0.07,0.93
2416,The World Ends With You,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Square Enix,0.54,0.06,0.21,0.05,0.86
2431,FIFA Soccer 08,DS,Nintendo DS,Nintendo,7th,Y,2007,Sports,Electronic Arts,0.1,0.65,0,0.11,0.85
2442,Harry Potter and the Order of the Phoenix,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Electronic Arts,0.28,0.47,0,0.1,0.85
2500,I Spy: Fun House,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Scholastic Inc.,0.77,0,0,0.06,0.83
2586,Rayman Raving Rabbids 2,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Ubisoft,0.73,0.01,0,0.06,0.8
2604,Final Fantasy Tactics A2: Grimoire of the Rift,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Square Enix,0.42,0.03,0.3,0.04,0.79
2619,Drawn to Life,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,THQ,0.71,0.02,0,0.06,0.79
2732,Spectrobes,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Disney Interactive Studios,0.67,0.03,0,0.06,0.75
2793,Harvest Moon DS: Island of Happiness,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Rising Star Games,0.44,0.01,0.25,0.04,0.74
2795,The Sims 2: Castaway,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Electronic Arts,0.63,0.05,0,0.06,0.73
2806,Practise English!,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Nintendo,0,0,0.73,0,0.73
2997,Cars: Mater-National Championship,DS,Nintendo DS,Nintendo,7th,Y,2007,Racing,THQ,0.63,0.01,0,0.05,0.68
3010,Final Fantasy Crystal Chronicles: Ring of Fates,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Square Enix,0.22,0.01,0.42,0.02,0.67
3047,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,Nintendo DS,Nintendo,7th,Y,2007,Adventure,Capcom,0.33,0.05,0.25,0.04,0.67
3077,Wario: Master of Disguise,DS,Nintendo DS,Nintendo,7th,Y,2007,Platform,Nintendo,0.28,0.02,0.33,0.03,0.66
3092,Taiko no Tatsujin DS: Touch de Dokodon!,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Namco Bandai Games,0,0,0.66,0,0.66
3135,Paws & Claws: Pet Vet,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,THQ,0.6,0,0,0.05,0.64
3304,Ganbaru Watashi no Kakei Diary,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Nintendo,0,0,0.61,0,0.61
3315,SimCity DS,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Electronic Arts,0.33,0.03,0.21,0.03,0.61
3344,The Golden Compass,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Sega,0.28,0.25,0,0.06,0.6
3411,Spelling Challenges and more!,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,505 Games,0.54,0,0,0.04,0.59
3478,Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Capcom,0.25,0,0.31,0.02,0.58
3550,Bratz 4 Real,DS,Nintendo DS,Nintendo,7th,Y,2007,Adventure,THQ,0.29,0.22,0,0.06,0.57
3564,Donkey Kong Jungle Climber,DS,Nintendo DS,Nintendo,7th,Y,2007,Platform,Nintendo,0.26,0.04,0.24,0.03,0.56
3578,Hotel Dusk: Room 215,DS,Nintendo DS,Nintendo,7th,Y,2007,Adventure,Nintendo,0.27,0.05,0.22,0.03,0.56
3625,Purr Pals,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,THQ,0.18,0.36,0,0.02,0.56
3807,Are You Smarter Than A 5th Grader?,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Mindscape,0.48,0,0,0.04,0.53
3871,Petz: Hamsterz Life 2,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Ubisoft,0.48,0,0,0.04,0.52
3925,Picross DS,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Nintendo,0.17,0.02,0.3,0.02,0.51
3939,Paws & Claws: Dogs & Cats Best Friends,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,THQ,0.46,0.01,0,0.04,0.51
4077,Crash of the Titans,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Vivendi Games,0.42,0.02,0,0.04,0.49
4086,Scrabble 2007 Edition,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Ubisoft,0,0.48,0,0,0.48
4185,Spider-Man 3,DS,Nintendo DS,Nintendo,7th,Y,2007,Platform,Activision,0.41,0.02,0,0.04,0.47
4205,Spider-Man: Friend or Foe,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Activision,0.43,0,0,0.04,0.47
4221,Crayola: Treasure Adventures,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Ignition Entertainment,0.43,0.01,0,0.03,0.47
4225,Imagine: Figure Skater (US sales),DS,Nintendo DS,Nintendo,7th,Y,2007,Sports,Ubisoft,0.46,0.01,0,0,0.47
4325,The New York Times Crosswords,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Majesco Entertainment,0.42,0,0,0.03,0.45
4351,My Fashion Studio,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Ubisoft,0.41,0.01,0,0.03,0.45
4372,Bee Movie Game,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Activision,0.41,0,0,0.03,0.45
4447,My Spanish Coach,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Ubisoft,0.4,0.01,0,0.03,0.44
4461,Petz: Horsez 2,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Ubisoft,0.41,0,0,0.03,0.44
4462,Puppy Luv: Spa and Resort,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Activision,0.4,0,0,0.03,0.44
4617,Solitaire Overload,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Telegames,0.39,0,0,0.03,0.42
4708,Itadaki Street DS,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Square Enix,0,0,0.41,0,0.41
4851,Diner Dash: Sizzle & Serve,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Eidos Interactive,0.34,0.03,0,0.03,0.4
4873,Naruto: Path of the Ninja,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,D3Publisher,0.37,0,0,0.03,0.4
4976,Jam Sessions: Sing and Play Guitar (US sales),DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Ubisoft,0.38,0,0,0,0.38
5005,Tamagotchi Connection: Corner Shop 3,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Atari,0.07,0,0.31,0.01,0.38
5092,The Legend of Spyro: The Eternal Night,DS,Nintendo DS,Nintendo,7th,Y,2007,Platform,Vivendi Games,0.32,0.03,0,0.03,0.37
5136,Kotoba no Puzzle: Mojipittan DS,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Namco Bandai Games,0,0,0.37,0,0.37
5166,My Horse & Me,DS,Nintendo DS,Nintendo,7th,Y,2007,Sports,Atari,0.33,0,0,0.03,0.36
5226,ATV/Monster Truck Mayhem,DS,Nintendo DS,Nintendo,7th,Y,2007,Racing,"Destination Software, Inc",0.33,0,0,0.02,0.36
5229,Worms: Open Warfare 2,DS,Nintendo DS,Nintendo,7th,Y,2007,Strategy,THQ,0.07,0.25,0,0.04,0.36
5305,Mega Man ZX Advent,DS,Nintendo DS,Nintendo,7th,Y,2007,Platform,Capcom,0.23,0,0.09,0.02,0.35
5349,Pirates of the Caribbean: At World's End,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Disney Interactive Studios,0.3,0.01,0.01,0.03,0.35
5361,Etrian Odyssey,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Nintendo,0.2,0.03,0.09,0.02,0.34
5365,Avatar: The Last Airbender - The Burning Earth,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,THQ,0.31,0,0,0.03,0.34
5407,Momotarou Dentetsu DS: Tokyo & Japan,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Hudson Soft,0,0,0.34,0,0.34
5412,Puzzle Quest: Challenge of the Warlords,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,D3Publisher,0.28,0.01,0.03,0.02,0.34
5455,Digimon World: Dawn / Dusk,DS,Nintendo DS,Nintendo,7th,Y,2007,Role-Playing,Namco Bandai Games,0.14,0,0.18,0.01,0.33
5469,Planet Puzzle League,DS,Nintendo DS,Nintendo,7th,Y,2007,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33
5548,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,Nintendo DS,Nintendo,7th,Y,2007,Misc,Rocket Company,0,0,0.33,0,0.33
5552,EA Playground,DS,Nintendo DS,Nintendo,7th,Y,2007,Sports,Electronic Arts,0.29,0.01,0,0.03,0.33
5713,Contra 4,DS,Nintendo DS,Nintendo,7th,Y,2007,Shooter,Konami Digital Entertainment,0.28,0,0.01,0.02,0.31
5725,Barbie as The Island Princess,DS,Nintendo DS,Nintendo,7th,Y,2007,Adventure,Activision,0.28,0.01,0,0.02,0.31
5746,Dr. Seuss: How the Grinch Stole Christmas,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,CokeM Interactive,0.29,0,0,0.02,0.31
5858,Super Robot Taisen W,DS,Nintendo DS,Nintendo,7th,Y,2007,Strategy,Banpresto,0,0,0.3,0,0.3
5867,Looney Tunes: Duck Amuck,DS,Nintendo DS,Nintendo,7th,Y,2007,Action,Warner Bros. Interactive Entertainment,0.28,0,0,0.02,0.3
5907,John Deere: Harvest in the Heartland,DS,Nintendo DS,Nintendo,7th,Y,2007,Simulation,Ubisoft,0.23,0.04,0,0.02,0.3
